        eigs         occs          dos      l_degen     k_int_wt 
 1.25462e+02  1.00000e-12  1.00000e+00  6.60000e+01  1.00000e+00
 1.25978e+02  1.00000e-12  1.00000e+00  3.80000e+01  1.00000e+00
 1.27168e+02  1.00000e-12  1.00000e+00  6.00000e+00  1.00000e+00
 1.27320e+02  1.00000e-12  1.00000e+00  3.00000e+01  1.00000e+00
 1.28107e+02  1.00000e-12  1.00000e+00  2.20000e+01  1.00000e+00
 1.28215e+02  1.00000e-12  1.00000e+00  1.40000e+01  1.00000e+00
 1.28257e+02  1.00000e-12  1.00000e+00  7.80000e+01  1.00000e+00
 1.28545e+02  1.00000e-12  1.00000e+00  5.80000e+01  1.00000e+00
 1.31126e+02  1.00000e-12  1.00000e+00  5.00000e+01  1.00000e+00
 1.32111e+02  1.00000e-12  1.00000e+00  7.00000e+01  1.00000e+00
 1.33216e+02  1.00000e-12  1.00000e+00  4.20000e+01  1.00000e+00
 1.33493e+02  1.00000e-12  1.00000e+00  2.00000e+00  1.00000e+00
 1.34810e+02  1.00000e-12  1.00000e+00  3.40000e+01  1.00000e+00
 1.35434e+02  1.00000e-12  1.00000e+00  6.20000e+01  1.00000e+00
 1.35879e+02  1.00000e-12  1.00000e+00  2.60000e+01  1.00000e+00
 1.35992e+02  1.00000e-12  1.00000e+00  1.00000e+01  1.00000e+00
 1.36349e+02  1.00000e-12  1.00000e+00  1.80000e+01  1.00000e+00
 1.38252e+02  1.00000e-12  1.00000e+00  5.40000e+01  1.00000e+00
 1.38888e+02  1.00000e-12  1.00000e+00  7.40000e+01  1.00000e+00
 1.40579e+02  1.00000e-12  1.00000e+00  4.60000e+01  1.00000e+00
 1.42417e+02  1.00000e-12  1.00000e+00  3.80000e+01  1.00000e+00
 1.42452e+02  1.00000e-12  1.00000e+00  6.60000e+01  1.00000e+00
 1.43585e+02  1.00000e-12  1.00000e+00  6.00000e+00  1.00000e+00
 1.43750e+02  1.00000e-12  1.00000e+00  3.00000e+01  1.00000e+00
 1.44531e+02  1.00000e-12  1.00000e+00  2.20000e+01  1.00000e+00
 1.44635e+02  1.00000e-12  1.00000e+00  1.40000e+01  1.00000e+00
 1.45506e+02  1.00000e-12  1.00000e+00  5.80000e+01  1.00000e+00
