     r (a_0)         v_en         v_ha         v_xc
 3.69027e-05 -1.08393e+05  4.75491e+00 -2.14129e+00
 3.72206e-05 -1.07467e+05  4.75491e+00 -2.14362e+00
 3.75412e-05 -1.06550e+05  4.75491e+00 -2.14593e+00
 3.78646e-05 -1.05639e+05  4.75491e+00 -2.14822e+00
 3.81908e-05 -1.04737e+05  4.75491e+00 -2.15048e+00
 3.85198e-05 -1.03843e+05  4.75491e+00 -2.15273e+00
 3.88517e-05 -1.02956e+05  4.75491e+00 -2.15495e+00
 3.91864e-05 -1.02076e+05  4.75491e+00 -2.15716e+00
 3.95240e-05 -1.01204e+05  4.75491e+00 -2.15934e+00
 3.98644e-05 -1.00340e+05  4.75491e+00 -2.16151e+00
 4.02079e-05 -9.94830e+04  4.75491e+00 -2.16366e+00
 4.05542e-05 -9.86333e+04  4.75491e+00 -2.16578e+00
 4.09036e-05 -9.77909e+04  4.75491e+00 -2.16789e+00
 4.12560e-05 -9.69556e+04  4.75491e+00 -2.16998e+00
 4.16114e-05 -9.61275e+04  4.75491e+00 -2.17205e+00
 4.19699e-05 -9.53065e+04  4.75491e+00 -2.17410e+00
 4.23314e-05 -9.44924e+04  4.75491e+00 -2.17613e+00
 4.26961e-05 -9.36854e+04  4.75491e+00 -2.17814e+00
 4.30639e-05 -9.28852e+04  4.75491e+00 -2.18014e+00
 4.34349e-05 -9.20918e+04  4.75491e+00 -2.18211e+00
 4.38091e-05 -9.13053e+04  4.75491e+00 -2.18407e+00
 4.41865e-05 -9.05254e+04  4.75491e+00 -2.18601e+00
 4.45671e-05 -8.97522e+04  4.75491e+00 -2.18794e+00
 4.49511e-05 -8.89856e+04  4.75491e+00 -2.18984e+00
 4.53383e-05 -8.82256e+04  4.75491e+00 -2.19173e+00
 4.57289e-05 -8.74720e+04  4.75491e+00 -2.19361e+00
 4.61228e-05 -8.67249e+04  4.75491e+00 -2.19546e+00
 4.65202e-05 -8.59842e+04  4.75491e+00 -2.19730e+00
 4.69209e-05 -8.52498e+04  4.75491e+00 -2.19912e+00
 4.73252e-05 -8.45216e+04  4.75491e+00 -2.20093e+00
 4.77329e-05 -8.37997e+04  4.75491e+00 -2.20272e+00
 4.81441e-05 -8.30840e+04  4.75491e+00 -2.20449e+00
 4.85588e-05 -8.23743e+04  4.75491e+00 -2.20625e+00
 4.89771e-05 -8.16708e+04  4.75491e+00 -2.20799e+00
 4.93991e-05 -8.09732e+04  4.75491e+00 -2.20972e+00
 4.98246e-05 -8.02816e+04  4.75491e+00 -2.21143e+00
 5.02538e-05 -7.95959e+04  4.75491e+00 -2.21312e+00
 5.06868e-05 -7.89161e+04  4.75491e+00 -2.21480e+00
 5.11234e-05 -7.82420e+04  4.75491e+00 -2.21647e+00
 5.15638e-05 -7.75737e+04  4.75491e+00 -2.21812e+00
 5.20081e-05 -7.69112e+04  4.75491e+00 -2.21975e+00
 5.24561e-05 -7.62543e+04  4.75491e+00 -2.22137e+00
 5.29080e-05 -7.56030e+04  4.75491e+00 -2.22298e+00
 5.33638e-05 -7.49572e+04  4.75491e+00 -2.22457e+00
 5.38235e-05 -7.43170e+04  4.75491e+00 -2.22615e+00
 5.42872e-05 -7.36822e+04  4.75491e+00 -2.22771e+00
 5.47548e-05 -7.30529e+04  4.75491e+00 -2.22926e+00
 5.52265e-05 -7.24289e+04  4.75491e+00 -2.23080e+00
 5.57023e-05 -7.18103e+04  4.75491e+00 -2.23232e+00
 5.61822e-05 -7.11970e+04  4.75491e+00 -2.23383e+00
 5.66662e-05 -7.05889e+04  4.75491e+00 -2.23532e+00
 5.71543e-05 -6.99860e+04  4.75491e+00 -2.23681e+00
 5.76467e-05 -6.93882e+04  4.75491e+00 -2.23827e+00
 5.81433e-05 -6.87955e+04  4.75491e+00 -2.23973e+00
 5.86442e-05 -6.82079e+04  4.75491e+00 -2.24117e+00
 5.91494e-05 -6.76254e+04  4.75491e+00 -2.24260e+00
 5.96590e-05 -6.70478e+04  4.75491e+00 -2.24402e+00
 6.01729e-05 -6.64751e+04  4.75491e+00 -2.24542e+00
 6.06913e-05 -6.59073e+04  4.75491e+00 -2.24681e+00
 6.12141e-05 -6.53444e+04  4.75491e+00 -2.24819e+00
 6.17415e-05 -6.47863e+04  4.75491e+00 -2.24956e+00
 6.22734e-05 -6.42329e+04  4.75491e+00 -2.25091e+00
 6.28098e-05 -6.36843e+04  4.75491e+00 -2.25226e+00
 6.33509e-05 -6.31404e+04  4.75491e+00 -2.25359e+00
 6.38967e-05 -6.26011e+04  4.75491e+00 -2.25491e+00
 6.44471e-05 -6.20664e+04  4.75491e+00 -2.25621e+00
 6.50023e-05 -6.15363e+04  4.75491e+00 -2.25751e+00
 6.55623e-05 -6.10107e+04  4.75491e+00 -2.25879e+00
 6.61271e-05 -6.04896e+04  4.75491e+00 -2.26007e+00
 6.66968e-05 -5.99729e+04  4.75491e+00 -2.26133e+00
 6.72714e-05 -5.94607e+04  4.75491e+00 -2.26258e+00
 6.78509e-05 -5.89528e+04  4.75491e+00 -2.26382e+00
 6.84354e-05 -5.84493e+04  4.75491e+00 -2.26505e+00
 6.90250e-05 -5.79501e+04  4.75491e+00 -2.26626e+00
 6.96196e-05 -5.74551e+04  4.75491e+00 -2.26747e+00
 7.02193e-05 -5.69644e+04  4.75491e+00 -2.26867e+00
 7.08243e-05 -5.64778e+04  4.75491e+00 -2.26985e+00
 7.14344e-05 -5.59954e+04  4.75491e+00 -2.27103e+00
 7.20498e-05 -5.55172e+04  4.75491e+00 -2.27219e+00
 7.26705e-05 -5.50430e+04  4.75491e+00 -2.27334e+00
 7.32965e-05 -5.45729e+04  4.75491e+00 -2.27449e+00
 7.39279e-05 -5.41067e+04  4.75491e+00 -2.27562e+00
 7.45648e-05 -5.36446e+04  4.75491e+00 -2.27674e+00
 7.52072e-05 -5.31864e+04  4.75491e+00 -2.27786e+00
 7.58551e-05 -5.27321e+04  4.75491e+00 -2.27896e+00
 7.65085e-05 -5.22817e+04  4.75491e+00 -2.28006e+00
 7.71676e-05 -5.18352e+04  4.75491e+00 -2.28114e+00
 7.78324e-05 -5.13925e+04  4.75491e+00 -2.28221e+00
 7.85029e-05 -5.09535e+04  4.75491e+00 -2.28328e+00
 7.91792e-05 -5.05183e+04  4.75491e+00 -2.28434e+00
 7.98613e-05 -5.00868e+04  4.75491e+00 -2.28538e+00
 8.05493e-05 -4.96590e+04  4.75491e+00 -2.28642e+00
 8.12432e-05 -4.92349e+04  4.75491e+00 -2.28745e+00
 8.19431e-05 -4.88143e+04  4.75491e+00 -2.28847e+00
 8.26490e-05 -4.83974e+04  4.75491e+00 -2.28948e+00
 8.33610e-05 -4.79840e+04  4.75491e+00 -2.29048e+00
 8.40792e-05 -4.75742e+04  4.75491e+00 -2.29147e+00
 8.48035e-05 -4.71679e+04  4.75491e+00 -2.29245e+00
 8.55341e-05 -4.67650e+04  4.75491e+00 -2.29343e+00
 8.62709e-05 -4.63656e+04  4.75491e+00 -2.29439e+00
 8.70141e-05 -4.59696e+04  4.75491e+00 -2.29535e+00
 8.77637e-05 -4.55769e+04  4.75491e+00 -2.29630e+00
 8.85198e-05 -4.51876e+04  4.75491e+00 -2.29724e+00
 8.92824e-05 -4.48017e+04  4.75491e+00 -2.29817e+00
 9.00515e-05 -4.44190e+04  4.75491e+00 -2.29910e+00
 9.08273e-05 -4.40396e+04  4.75491e+00 -2.30001e+00
 9.16097e-05 -4.36635e+04  4.75491e+00 -2.30092e+00
 9.23989e-05 -4.32905e+04  4.75491e+00 -2.30182e+00
 9.31949e-05 -4.29208e+04  4.75491e+00 -2.30271e+00
 9.39978e-05 -4.25542e+04  4.75491e+00 -2.30360e+00
 9.48075e-05 -4.21907e+04  4.75491e+00 -2.30447e+00
 9.56243e-05 -4.18304e+04  4.75491e+00 -2.30534e+00
 9.64481e-05 -4.14731e+04  4.75491e+00 -2.30620e+00
 9.72789e-05 -4.11189e+04  4.75491e+00 -2.30705e+00
 9.81170e-05 -4.07677e+04  4.75491e+00 -2.30790e+00
 9.89622e-05 -4.04195e+04  4.75491e+00 -2.30874e+00
 9.98148e-05 -4.00742e+04  4.75491e+00 -2.30957e+00
 1.00675e-04 -3.97319e+04  4.75491e+00 -2.31039e+00
 1.01542e-04 -3.93926e+04  4.75491e+00 -2.31121e+00
 1.02417e-04 -3.90561e+04  4.75491e+00 -2.31202e+00
 1.03299e-04 -3.87225e+04  4.75491e+00 -2.31282e+00
 1.04189e-04 -3.83918e+04  4.75491e+00 -2.31361e+00
 1.05086e-04 -3.80639e+04  4.75491e+00 -2.31440e+00
 1.05992e-04 -3.77388e+04  4.75491e+00 -2.31518e+00
 1.06905e-04 -3.74165e+04  4.75491e+00 -2.31596e+00
 1.07826e-04 -3.70969e+04  4.75491e+00 -2.31672e+00
 1.08755e-04 -3.67800e+04  4.75491e+00 -2.31748e+00
 1.09692e-04 -3.64659e+04  4.75491e+00 -2.31824e+00
 1.10637e-04 -3.61544e+04  4.75491e+00 -2.31898e+00
 1.11590e-04 -3.58456e+04  4.75491e+00 -2.31972e+00
 1.12551e-04 -3.55395e+04  4.75491e+00 -2.32046e+00
 1.13521e-04 -3.52359e+04  4.75491e+00 -2.32118e+00
 1.14499e-04 -3.49349e+04  4.75491e+00 -2.32190e+00
 1.15485e-04 -3.46366e+04  4.75491e+00 -2.32262e+00
 1.16480e-04 -3.43407e+04  4.75491e+00 -2.32333e+00
 1.17483e-04 -3.40474e+04  4.75491e+00 -2.32403e+00
 1.18495e-04 -3.37566e+04  4.75491e+00 -2.32472e+00
 1.19516e-04 -3.34683e+04  4.75491e+00 -2.32541e+00
 1.20546e-04 -3.31824e+04  4.75491e+00 -2.32610e+00
 1.21584e-04 -3.28990e+04  4.75491e+00 -2.32677e+00
 1.22632e-04 -3.26180e+04  4.75491e+00 -2.32745e+00
 1.23688e-04 -3.23394e+04  4.75491e+00 -2.32811e+00
 1.24754e-04 -3.20632e+04  4.75491e+00 -2.32877e+00
 1.25828e-04 -3.17893e+04  4.75491e+00 -2.32942e+00
 1.26912e-04 -3.15178e+04  4.75491e+00 -2.33007e+00
 1.28006e-04 -3.12486e+04  4.75491e+00 -2.33071e+00
 1.29108e-04 -3.09817e+04  4.75491e+00 -2.33135e+00
 1.30221e-04 -3.07171e+04  4.75491e+00 -2.33198e+00
 1.31342e-04 -3.04547e+04  4.75491e+00 -2.33261e+00
 1.32474e-04 -3.01946e+04  4.75491e+00 -2.33323e+00
 1.33615e-04 -2.99367e+04  4.75491e+00 -2.33384e+00
 1.34766e-04 -2.96810e+04  4.75491e+00 -2.33445e+00
 1.35927e-04 -2.94275e+04  4.75491e+00 -2.33505e+00
 1.37098e-04 -2.91762e+04  4.75491e+00 -2.33565e+00
 1.38279e-04 -2.89270e+04  4.75491e+00 -2.33624e+00
 1.39470e-04 -2.86799e+04  4.75491e+00 -2.33683e+00
 1.40672e-04 -2.84349e+04  4.75491e+00 -2.33741e+00
 1.41884e-04 -2.81921e+04  4.75491e+00 -2.33799e+00
 1.43106e-04 -2.79513e+04  4.75491e+00 -2.33856e+00
 1.44339e-04 -2.77125e+04  4.75491e+00 -2.33913e+00
 1.45582e-04 -2.74759e+04  4.75491e+00 -2.33969e+00
 1.46837e-04 -2.72412e+04  4.75491e+00 -2.34025e+00
 1.48102e-04 -2.70085e+04  4.75491e+00 -2.34080e+00
 1.49377e-04 -2.67778e+04  4.75491e+00 -2.34134e+00
 1.50664e-04 -2.65491e+04  4.75491e+00 -2.34189e+00
 1.51962e-04 -2.63223e+04  4.75491e+00 -2.34242e+00
 1.53271e-04 -2.60975e+04  4.75491e+00 -2.34296e+00
 1.54592e-04 -2.58746e+04  4.75491e+00 -2.34348e+00
 1.55923e-04 -2.56536e+04  4.75491e+00 -2.34401e+00
 1.57267e-04 -2.54345e+04  4.75491e+00 -2.34453e+00
 1.58621e-04 -2.52173e+04  4.75491e+00 -2.34504e+00
 1.59988e-04 -2.50019e+04  4.75491e+00 -2.34555e+00
 1.61366e-04 -2.47883e+04  4.75491e+00 -2.34605e+00
 1.62756e-04 -2.45766e+04  4.75491e+00 -2.34655e+00
 1.64158e-04 -2.43667e+04  4.75491e+00 -2.34705e+00
 1.65573e-04 -2.41586e+04  4.75491e+00 -2.34754e+00
 1.66999e-04 -2.39522e+04  4.75491e+00 -2.34803e+00
 1.68438e-04 -2.37477e+04  4.75491e+00 -2.34851e+00
 1.69889e-04 -2.35448e+04  4.75491e+00 -2.34899e+00
 1.71352e-04 -2.33437e+04  4.75491e+00 -2.34946e+00
 1.72828e-04 -2.31443e+04  4.75491e+00 -2.34993e+00
 1.74317e-04 -2.29467e+04  4.75491e+00 -2.35039e+00
 1.75819e-04 -2.27507e+04  4.75491e+00 -2.35086e+00
 1.77334e-04 -2.25563e+04  4.75491e+00 -2.35131e+00
 1.78861e-04 -2.23637e+04  4.75491e+00 -2.35177e+00
 1.80402e-04 -2.21727e+04  4.75491e+00 -2.35221e+00
 1.81956e-04 -2.19833e+04  4.75491e+00 -2.35266e+00
